State,Livestock,Livestock title,Variety,Year,Unit,Value
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2018,Percent of all chickens,66
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all pigs,68
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2022,Percent of all chickens,23
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all cattle,9
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2016,Percent of all livestock,52
California,Cattle,Genetically engineered (GE) chickens,High-yield,2011,Percent of all cattle,55
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2018,Percent of all chickens,15
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2013,Percent of all chickens,67
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all cattle,83
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all pigs,95
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2013,Percent of all cattle,21
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all livestock,35
Kansas,Chickens,Genetically engineered (GE) pigs,High-yield,2023,Percent of all livestock,60
Iowa,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all chickens,94
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all livestock,53
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all pigs,10
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all pigs,5
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all cattle,24
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all pigs,93
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2019,Percent of all chickens,18
Iowa,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2016,Percent of all chickens,63
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all cattle,43
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2010,Percent of all pigs,30
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all cattle,64
Kansas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all chickens,41
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all cattle,0
Texas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all livestock,88
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2014,Percent of all pigs,74
Iowa,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all livestock,1
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2010,Percent of all pigs,38
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all pigs,99
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all cattle,36
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all livestock,90
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all pigs,67
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2020,Percent of all livestock,75
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all pigs,65
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2017,Percent of all cattle,63
California,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2014,Percent of all pigs,99
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2015,Percent of all livestock,34
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2015,Percent of all chickens,1
California,Pigs,Genetically engineered (GE) cattle,High-yield,2017,Percent of all cattle,29
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all livestock,48
Iowa,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,11
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all chickens,77
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2023,Percent of all chickens,11
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all pigs,13
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all livestock,77
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all livestock,87
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all cattle,28
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all pigs,25
Iowa,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all chickens,17
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2012,Percent of all livestock,95
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2024,Percent of all livestock,32
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all cattle,71
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all chickens,68
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all pigs,57
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all livestock,85
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2013,Percent of all pigs,87
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2022,Percent of all chickens,78
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all cattle,87
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all chickens,8
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all cattle,94
California,Pigs,Genetically engineered (GE) cattle,High-yield,2022,Percent of all livestock,22
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2017,Percent of all cattle,74
California,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all livestock,45
Kansas,Chickens,Genetically engineered (GE) pigs,High-yield,2010,Percent of all chickens,87
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all chickens,72
California,Cattle,Genetically engineered (GE) chickens,High-yield,2012,Percent of all livestock,43
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2011,Percent of all chickens,94
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all livestock,55
Kansas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2024,Percent of all livestock,96
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all chickens,40
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all cattle,6
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all cattle,68
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2012,Percent of all cattle,85
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2010,Percent of all cattle,8
California,Pigs,Genetically engineered (GE) cattle,High-yield,2015,Percent of all livestock,38
Nebraska,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all cattle,91
Iowa,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all livestock,92
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all pigs,68
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all cattle,31
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2023,Percent of all livestock,7
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2014,Percent of all pigs,32
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2010,Percent of all livestock,74
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2015,Percent of all pigs,35
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2014,Percent of all chickens,23
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all pigs,29
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2011,Percent of all pigs,90
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2011,Percent of all pigs,60
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all livestock,60
California,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all chickens,68
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all livestock,9
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all cattle,16
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all livestock,26
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all chickens,43
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all livestock,35
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all chickens,6
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2011,Percent of all chickens,3
California,Chickens,Genetically engineered (GE) cattle,High-yield,2021,Percent of all livestock,35
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2012,Percent of all pigs,6
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all livestock,59
Kansas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all cattle,1
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all livestock,53
Iowa,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2013,Percent of all cattle,9
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2021,Percent of all chickens,28
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all cattle,74
California,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all livestock,64
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all pigs,46
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2013,Percent of all chickens,65
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2024,Percent of all cattle,8
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2014,Percent of all livestock,39
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all pigs,91
Nebraska,Chickens,Genetically engineered (GE) cattle,High-yield,2018,Percent of all cattle,10
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all cattle,77
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2011,Percent of all livestock,15
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all pigs,65
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all cattle,15
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all chickens,7
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all chickens,74
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2011,Percent of all chickens,83
Texas,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all chickens,72
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2019,Percent of all chickens,11
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all cattle,49
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all livestock,88
Kansas,Pigs,Genetically engineered (GE) chickens,High-yield,2012,Percent of all pigs,77
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all chickens,26
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all chickens,94
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all livestock,45
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2024,Percent of all livestock,18
California,Cattle,Genetically engineered (GE) chickens,High-yield,2024,Percent of all pigs,30
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all cattle,25
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2014,Percent of all chickens,40
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all chickens,63
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2014,Percent of all cattle,84
California,Pigs,Genetically engineered (GE) chickens,High-yield,2016,Percent of all pigs,99
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all livestock,83
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all chickens,58
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2018,Percent of all livestock,95
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all livestock,22
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2022,Percent of all cattle,6
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all cattle,86
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all livestock,77
Nebraska,Chickens,Genetically engineered (GE) cattle,High-yield,2024,Percent of all pigs,82
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all cattle,61
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all livestock,15
California,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all cattle,87
Iowa,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all livestock,5
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2024,Percent of all livestock,79
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all pigs,31
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2016,Percent of all pigs,4
California,Chickens,Genetically engineered (GE) chickens,High-yield,2011,Percent of all chickens,99
California,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2011,Percent of all chickens,44
Nebraska,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2017,Percent of all chickens,81
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all pigs,6
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2021,Percent of all cattle,44
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2014,Percent of all pigs,5
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all livestock,71
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2013,Percent of all livestock,58
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2011,Percent of all chickens,3
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2011,Percent of all livestock,60
Texas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all livestock,93
Nebraska,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all pigs,27
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all livestock,64
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2014,Percent of all cattle,56
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2020,Percent of all pigs,80
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all chickens,79
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2018,Percent of all chickens,71
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all pigs,18
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2021,Percent of all chickens,89
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all chickens,36
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2015,Percent of all pigs,32
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all livestock,51
California,Cattle,Genetically engineered (GE) pigs,High-yield,2020,Percent of all pigs,26
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all chickens,73
Texas,Cattle,Genetically engineered (GE) pigs,High-yield,2012,Percent of all pigs,43
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2019,Percent of all pigs,52
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2017,Percent of all livestock,26
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all cattle,34
Texas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all livestock,64
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2015,Percent of all cattle,10
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all livestock,4
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2024,Percent of all chickens,22
Kansas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all cattle,87
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all livestock,69
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2023,Percent of all livestock,25
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all livestock,94
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2017,Percent of all pigs,53
Nebraska,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all cattle,77
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all livestock,57
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,14
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all pigs,20
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2024,Percent of all chickens,61
Kansas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all livestock,82
Iowa,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all livestock,17
Kansas,Pigs,Genetically engineered (GE) chickens,High-yield,2014,Percent of all pigs,12
Kansas,Pigs,Genetically engineered (GE) cattle,High-yield,2016,Percent of all chickens,52
California,Chickens,Genetically engineered (GE) cattle,High-yield,2012,Percent of all chickens,20
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all cattle,10
Nebraska,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2011,Percent of all livestock,84
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all cattle,67
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2022,Percent of all livestock,68
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all livestock,83
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2017,Percent of all chickens,9
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all livestock,51
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all pigs,70
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2014,Percent of all cattle,58
Nebraska,Chickens,Genetically engineered (GE) cattle,High-yield,2021,Percent of all chickens,36
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all pigs,48
California,Cattle,Genetically engineered (GE) cattle,High-yield,2020,Percent of all cattle,85
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2023,Percent of all pigs,60
Iowa,Cattle,Genetically engineered (GE) cattle,High-yield,2014,Percent of all livestock,61
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2020,Percent of all cattle,18
California,Cattle,Genetically engineered (GE) pigs,High-yield,2015,Percent of all cattle,36
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2011,Percent of all chickens,47
Iowa,Chickens,Genetically engineered (GE) cattle,High-yield,2015,Percent of all livestock,27
Texas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all livestock,12
Kansas,Chickens,Genetically engineered (GE) pigs,High-yield,2011,Percent of all chickens,17
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all cattle,67
Nebraska,Pigs,Genetically engineered (GE) pigs,High-yield,2024,Percent of all livestock,12
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2010,Percent of all chickens,15
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all livestock,77
California,Pigs,Genetically engineered (GE) chickens,High-yield,2016,Percent of all pigs,21
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all chickens,50
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2022,Percent of all livestock,93
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2021,Percent of all chickens,32
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all cattle,15
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2013,Percent of all livestock,69
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2014,Percent of all chickens,26
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all pigs,33
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,72
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2023,Percent of all chickens,56
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all chickens,68
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all chickens,54
Iowa,Chickens,Genetically engineered (GE) chickens,High-yield,2015,Percent of all pigs,68
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2015,Percent of all chickens,27
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2014,Percent of all cattle,19
Kansas,Pigs,Genetically engineered (GE) pigs,High-yield,2010,Percent of all pigs,84
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2015,Percent of all livestock,37
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all pigs,67
Kansas,Pigs,Genetically engineered (GE) pigs,High-yield,2021,Percent of all cattle,22
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2015,Percent of all chickens,1
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all livestock,32
Kansas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2021,Percent of all chickens,3
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2024,Percent of all livestock,29
California,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2018,Percent of all cattle,99
Iowa,Chickens,Genetically engineered (GE) cattle,High-yield,2013,Percent of all chickens,82
Texas,Cattle,Genetically engineered (GE) pigs,High-yield,2024,Percent of all chickens,76
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all pigs,75
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all pigs,3
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all cattle,23
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all chickens,50
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all chickens,81
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all livestock,24
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all chickens,69
Iowa,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all pigs,65
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all pigs,36
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all chickens,34
California,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all pigs,39
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2016,Percent of all chickens,67
California,Chickens,Genetically engineered (GE) chickens,High-yield,2021,Percent of all chickens,78
California,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2013,Percent of all pigs,39
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2013,Percent of all chickens,2
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all cattle,1
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all livestock,20
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2011,Percent of all cattle,54
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all livestock,37
Texas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2013,Percent of all chickens,92
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all livestock,47
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all cattle,19
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all livestock,78
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all pigs,30
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all cattle,50
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2015,Percent of all chickens,26
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2017,Percent of all chickens,46
California,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2013,Percent of all cattle,18
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2015,Percent of all cattle,2
Kansas,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2010,Percent of all livestock,0
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all pigs,22
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all cattle,56
Kansas,Pigs,Genetically engineered (GE) cattle,High-yield,2018,Percent of all livestock,48
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all pigs,60
Nebraska,Pigs,Genetically engineered (GE) cattle,High-yield,2012,Percent of all livestock,17
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all livestock,4
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2013,Percent of all cattle,73
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all pigs,26
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2024,Percent of all chickens,60
California,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all chickens,92
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2020,Percent of all livestock,59
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all cattle,74
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all chickens,56
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2010,Percent of all cattle,59
California,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all livestock,11
Texas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all pigs,25
Iowa,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2023,Percent of all chickens,87
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2013,Percent of all chickens,68
California,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all livestock,15
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all chickens,54
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all pigs,11
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2016,Percent of all cattle,67
